id,created_at,text
1182058502237413376,2019-10-09 22:21:23,"b'In some cities, breathing outdoors is as dangerous as smoking 25 cigarettes a day https://t.co/Z2FpwMB2zP'"
1182053728381276160,2019-10-09 22:02:24,"b'As American troops started to abandon their outposts, the Turkish army began its offensive https://t.co/AZQxRX9G4X'"
1182049883123048455,2019-10-09 21:47:08,b'On \xe2\x80\x9cThe Intelligence\xe2\x80\x9d @ARobertsjourno reports from America\xe2\x80\x99s Midwest to tease out whether increased loneliness cont\xe2\x80\xa6 https://t.co/NUdvs3hQhz'
1182045084411400192,2019-10-09 21:28:04,"b""If we over-regulate AI \xe2\x80\x9cwe're going to end up in a world where we're just not going to find cures for diseases\xe2\x80\x9d say\xe2\x80\xa6 https://t.co/bGQP4GSk21"""
1182038485814976514,2019-10-09 21:01:50,"b""Chile's frustrated ambition to start a battery industry shows how hard it is for small countries to ascend global s\xe2\x80\xa6 https://t.co/hIcdKBiXmI"""
1182034453683675136,2019-10-09 20:45:49,b'Three researchers have been rewarded for their work in developing the lithium-ion battery https://t.co/y06QAvINEa'
1182029474797379589,2019-10-09 20:26:02,"b'The global economy isn\xe2\x80\x99t behaving as it should. @Henry_Curr explains why, and what central banks are trying to do a\xe2\x80\xa6 https://t.co/3BhSajwDKK'"
1182023838718205952,2019-10-09 20:03:38,b'This marine biologist believes he has the solution to reviving fish stocks in the Mediterranean\xe2\x80\xa6 https://t.co/rCjFC6qWnE'
1182022375308705794,2019-10-09 19:57:49,b'Loneliness is a serious public-health problem https://t.co/uEBiHpMjQL'
1182018345308176384,2019-10-09 19:41:49,"b'Breathing dirty air is linked to aggressive behaviour, a new paper suggests https://t.co/qnAQ2z2F8Y'"
1182014137985126401,2019-10-09 19:25:05,"b'Streaming websites are changing the way the music industry works\xe2\x80\x94from the way you listen, to what you\xe2\x80\x99re hearing. T\xe2\x80\xa6 https://t.co/cElOyzBLjF'"
1182007821489131520,2019-10-09 18:59:59,"b""To attract investment, the new government will have to change Greece's image as unfriendly to business https://t.co/qY0XoLsRri"""
1182003006310682625,2019-10-09 18:40:51,"b'The European Council summit is likely to devote most of its time to debate over another extension, not over a deal https://t.co/TVyi1Pr8DH'"
1182001375896621058,2019-10-09 18:34:23,"b'25 years after Nelson Mandela founded the rainbow nation, South African rugby is still embroiled in race politics.\xe2\x80\xa6 https://t.co/HUZrdXol6u'"
1181998776392847363,2019-10-09 18:24:03,b'Can freer trade and a healthier climate work in tandem? \xe2\x80\x9cTrade cannot carry the brunt of the blame but it can actua\xe2\x80\xa6 https://t.co/gubVVdPOkb'
1181994081767043073,2019-10-09 18:05:24,"b'""The people"" is a favourite invocation of politicians. It is also one of the most abused phrases in political speech https://t.co/BZXmxGpCE8'"
1181989290894594048,2019-10-09 17:46:21,b'On \xe2\x80\x9cThe Intelligence\xe2\x80\x9d @ARobertsjourno reports from America\xe2\x80\x99s Midwest to tease out whether increased loneliness cont\xe2\x80\xa6 https://t.co/sTDjk0aHRW'
1181987373648875520,2019-10-09 17:38:44,b'A selection of words that you can safely toss out of your vocabulary https://t.co/ME2zsdqvE7'
1181983378964434949,2019-10-09 17:22:52,"b'In this week\xe2\x80\x99s \xe2\x80\x9cBabbage\xe2\x80\x9d podcast, @kncukier speaks to some of the leading experts in the field of artificial intell\xe2\x80\xa6 https://t.co/zHcfZh9ZTh'"
1181981158915149830,2019-10-09 17:14:03,b'Two winners found a planet going around a star a mere 50 light-years away. A third winner produced an overview of t\xe2\x80\xa6 https://t.co/L9P3e5l6dV'
1181977021490094085,2019-10-09 16:57:36,b'Germany is one of the most unequal countries in the OECD. The wealthiest tenth of households own 60% of net wealth https://t.co/nTuxvrD8NV'
1181972825114054656,2019-10-09 16:40:56,"b'Meet Armando, the world\xe2\x80\x99s most expensive racing pigeon. His new owner paid \xe2\x82\xac1.25m for him https://t.co/UUlDzmIBwB'"
1181967982651744256,2019-10-09 16:21:41,"b'Today on \xe2\x80\x9cThe Intelligence\xe2\x80\x9d: Kashmir after two months of lockdown, connecting loneliness to angry politics and the\xe2\x80\xa6 https://t.co/tDdujlxgG9'"
1181966737073475585,2019-10-09 16:16:44,b'It has been reported that Leo Varadkar and Angela Merkel believe a deal is now impossible  https://t.co/yuqUl5u1Hb'
1181962141932363777,2019-10-09 15:58:29,b'Fifty years ago investing was a distinctly human affair. No longer https://t.co/U8TUKVY0lV'
1181958221952618497,2019-10-09 15:42:54,"b""What are China's motives for building expensive ports in foreign countries? https://t.co/DaWAv1EyC6"""
1181953236258971650,2019-10-09 15:23:05,"b""Boris Johnson looks as though he will heap the blame for forcing a no-deal Brexit on the EU's stubbornness https://t.co/VrhOTo1jCb"""
1181949020413014023,2019-10-09 15:06:20,b'\xe2\x80\x9cI\xe2\x80\x99d rather have financial advice than a massage.\xe2\x80\x9d @charliewwells tells \xe2\x80\x9cThe Intelligence\xe2\x80\x9d about companies\xe2\x80\x99 big pus\xe2\x80\xa6 https://t.co/4Vjew9xKwY'
1181935956351471617,2019-10-09 14:14:25,b'It\xe2\x80\x99s two months since India stripped the state of Jammu &amp; Kashmir of its autonomy. @maxrodenbeck tells \xe2\x80\x9cThe Intelli\xe2\x80\xa6 https://t.co/CCMiO9GAar'
1181930396096897024,2019-10-09 13:52:20,"b'RT @EconCulture: At the Cabaret del Diavolo, Fortunato Depero, a Futurist artist, transformed three floors of a hotel into a recreation of\xe2\x80\xa6'"
1181925335815856128,2019-10-09 13:32:13,b'The first 30 seconds of a song are now more lucrative than ever https://t.co/gNUsSiToUB https://t.co/UQoGrZt1yX'
1181921234029858816,2019-10-09 13:15:55,"b""The court's four liberal judges made clear that they think gay and trans people should enjoy federal protection at\xe2\x80\xa6 https://t.co/1JYJLIwjEO"""
1181919118687178753,2019-10-09 13:07:31,b'RT @gelliottmorris: #NEW poll of the 2020 Democratic primary from The Economist and YouGov:\n\n% support among likely voters (change v last m\xe2\x80\xa6'
1181916554897825793,2019-10-09 12:57:20,b'There are about 10m Uighurs in China. But they form only about half of the country\xe2\x80\x99s Muslim population https://t.co/9bc1jvbWVJ'
1181912147321933824,2019-10-09 12:39:49,b'On \xe2\x80\x9cThe Intelligence\xe2\x80\x9d @ARobertsjourno reports from America\xe2\x80\x99s Midwest to tease out whether increased loneliness cont\xe2\x80\xa6 https://t.co/dA6qSRChah'
1181909555242033153,2019-10-09 12:29:31,"b'As people grow richer, they demand more space, and move from cramped inner cities to the more spacious fringes https://t.co/3giJexvNOu'"
1181904670303883266,2019-10-09 12:10:06,"b'Today on \xe2\x80\x9cThe Intelligence\xe2\x80\x9d: Kashmir after two months of lockdown, connecting loneliness to angry politics and the\xe2\x80\xa6 https://t.co/W3Dtntn53j'"
1181902261791985669,2019-10-09 12:00:32,b'Dogs have evolved their \xe2\x80\x9cpuppy-dog eyes\xe2\x80\x9d to manipulate human emotions https://t.co/QGhMzBp9ke https://t.co/CCsGnggI1B'
1181899732660228101,2019-10-09 11:50:29,b'Strong welfare states are crucial for capitalism https://t.co/eoJphvkF7B'
1181895403693838336,2019-10-09 11:33:17,"b""How high can Britain's minimum wage go before it prices some workers out of the labour market? https://t.co/NflGsowEQo"""
1181891534930792448,2019-10-09 11:17:55,b'The events of the past four months have dented Hong Kong\xe2\x80\x99s reputation as a major commercial hub https://t.co/e2LMWhjo4Y'
1181887252131205121,2019-10-09 11:00:53,"b'Artists are paid after a track has been played for 30 seconds, meaning songwriters must get to the good stuff sooner https://t.co/GnigAS2TIg'"
1181883234625495041,2019-10-09 10:44:56,"b'Among men, Boris Johnson has an approval rating of minus 15. Among women it is minus 30 https://t.co/LMz2i62fqO'"
1181878701354622977,2019-10-09 10:26:55,b'Which songs stick in your mind? https://t.co/jOQdqXdKAn'
1181874704073838595,2019-10-09 10:11:02,b'The proportion of girls worldwide who complete primary school has risen from 76% in 1997 to 90% https://t.co/YjEO1Bxo7L'
1181870316747972609,2019-10-09 09:53:36,"b'\xe2\x80\x9cCommon sense tells us,\xe2\x80\x9d Vladimir Nabokov said, \xe2\x80\x9cthat our existence is but a brief crack of light between two etern\xe2\x80\xa6 https://t.co/Wb92zR02M0'"
1181866527961866240,2019-10-09 09:38:32,"b'New research suggests that, regardless of speed, different tongues transmit information at roughly the same rate\xe2\x80\xa6 https://t.co/pimcbxWAsq'"
1181862005709443072,2019-10-09 09:20:34,b'Climate change and population growth are making the world\xe2\x80\x99s water woes more urgent https://t.co/0bXL8ki5cn'
1181857876308103168,2019-10-09 09:04:10,"b'What contributes to happiness? Money and children, according to recent research https://t.co/Zlj87uVKyI'"
1181854069847134209,2019-10-09 08:49:02,b'Which countries do the most to tackle inequality through income tax?  https://t.co/sG6vZE4gHY'
1181849942635225089,2019-10-09 08:32:38,b'What would happen if Facebook was turned off? https://t.co/EzShF2KCZa'
1181845434643423232,2019-10-09 08:14:43,b'Loneliness is a serious public-health problem https://t.co/TFOHkkArEd'
1181841561727967232,2019-10-09 07:59:20,"b'Epicurus\xe2\x80\x99s formula for a happy life: don\xe2\x80\x99t stress over worldly success, be good to friends and, above all, stop wor\xe2\x80\xa6 https://t.co/cu0SJYG0QW'"
1181837191112208384,2019-10-09 07:41:58,"b""Chile's frustrated ambition to start a battery industry shows how hard it is for small countries to ascend global s\xe2\x80\xa6 https://t.co/VA0XWHbliD"""
1181833226588962816,2019-10-09 07:26:13,b'How to predict a coup https://t.co/yT3xm23tNU'
1181828822712422400,2019-10-09 07:08:43,"b'The 47,000 Inuit who live in Canada\xe2\x80\x99s Arctic speak five dialects of Inuktut and use nine writing systems https://t.co/eYHJuHmrCO'"
1181824867206864896,2019-10-09 06:53:00,"b'Brexit is unlikely to end a relationship that has survived wars, plagues and other crises https://t.co/jQaEN13ynt'"
1181820372766863360,2019-10-09 06:35:08,"b'He saw \xe2\x80\x9cRhapsody in Blue\xe2\x80\x9d as a \xe2\x80\x9cmusical kaleidoscope of America\xe2\x80\x94of our vast melting pot, of our unduplicated nation\xe2\x80\xa6 https://t.co/WDdRbX04x6'"
1181816335048699904,2019-10-09 06:19:06,"b'The authorities estimate that there are around 100,000 pythons in the Everglades, but there could be more. And no o\xe2\x80\xa6 https://t.co/RoNQxKWVEW'"
1181811849949581313,2019-10-09 06:01:16,b'How to tax the rich https://t.co/7tnglhCgIF'
1181811642394464256,2019-10-09 06:00:27,b'Where is the world\xe2\x80\x99s most liveable city? https://t.co/fupLnMN1yQ https://t.co/KTQ3u7mLm8'
1181807856162611202,2019-10-09 05:45:24,"b'In 2018, 74% of plastic bottles littering Inaccessible Island were manufactured in Asia https://t.co/iLThuOXcXa'"
1181803710172876801,2019-10-09 05:28:56,b'Which songs stick in your mind? https://t.co/2v7PdEAfBf'
1181799837118947328,2019-10-09 05:13:32,"b'Elon Musk wants humans to become a ""multiplanetary species"". He has bold plans for making it happen https://t.co/Y7LiJX9qRJ'"
1181795464724783105,2019-10-09 04:56:10,"b""Light to all nations? There is little evidence that electricity and light truly transform people's lives https://t.co/7qGSOVioTx"""
1181791459034439680,2019-10-09 04:40:15,b'Singapore and Hong Kong have always seemed to have much in common. The protests now highlight their underlying diff\xe2\x80\xa6 https://t.co/ntaaPdLLgT'
1181787153589776384,2019-10-09 04:23:08,"b'The death of baby-boomers will put downward pressure on house prices, but the wealth they leave will go to only a f\xe2\x80\xa6 https://t.co/XRj3RYBfAv'"
1181783055721275392,2019-10-09 04:06:51,b'A new app allows fashion-forward Nigerians to find a suit-maker at the touch of a button https://t.co/WEKER2qqNi'
1181778667585916929,2019-10-09 03:49:25,"b'There is nothing in \xe2\x80\x9cJoker\xe2\x80\x9d that really explains how a frail, bullied loner could blossom into a charismatic crimin\xe2\x80\xa6 https://t.co/cedh6a6dlI'"
1181774870683750400,2019-10-09 03:34:20,"b'Last month, computers following rules set by humans managed $4.3trn of American equities, exceeding the sum activel\xe2\x80\xa6 https://t.co/ehfSGGnTCS'"
1181770244257394693,2019-10-09 03:15:57,"b'Having children lowers women\xe2\x80\x99s lifetime earnings, an outcome known as the \xe2\x80\x9cchild penalty\xe2\x80\x9d https://t.co/P7H62qht4C'"
1181765616639909888,2019-10-09 02:57:33,"b'Meet Armando, the world\xe2\x80\x99s most expensive racing pigeon. His new owner paid \xe2\x82\xac1.25m for him https://t.co/o2HD9PSSsv'"
1181761042872971264,2019-10-09 02:39:23,b'Airlines partly have themselves to blame for the decline in first-class travel https://t.co/sAKr7zPWSM'
1181756703383134208,2019-10-09 02:22:08,"b'Median black household wealth across America is one-tenth that of white households, just as it was 50 years ago https://t.co/YKsC3rc2QI'"
1181752176282144769,2019-10-09 02:04:09,b'People with rare names tend to be individualists\xe2\x80\x94perhaps because their parents want them to stand out https://t.co/nhOftuRYjy'
1181747759570923521,2019-10-09 01:46:36,"b'The president of the Philippines ordered 1,914 mistakenly released prisoners to give themselves up. 2,221 people su\xe2\x80\xa6 https://t.co/mbeugZKk6N'"
1181742480556986369,2019-10-09 01:25:37,b'A selection of words that you can safely toss out of your vocabulary https://t.co/UPwYdIEbhG'
1181737816457453569,2019-10-09 01:07:05,b'The outcome may hinge on Justice Neil Gorsuch https://t.co/jngBfpjzfg'
1181735978609860608,2019-10-09 00:59:47,"b'Xi Jinping is not a revolutionary like Mao, but an authoritarian obsessed with stability https://t.co/NE2810phcG'"
1181731556056031232,2019-10-09 00:42:13,"b'After at least 80% of meetings, any decisions taken will be in line with the HIPPO or \xe2\x80\x9chighest-paid person\xe2\x80\x99s opinio\xe2\x80\xa6 https://t.co/wFQ7shZITk'"
1181726843122147328,2019-10-09 00:23:29,b'Students at elite universities end up paying a large opportunity cost by pursuing the arts https://t.co/PuaHkQsTFU'
1181721493560004609,2019-10-09 00:02:14,b'Poor children of every race are likely to become the next generation of poor adults https://t.co/wwFKMHBxf6'
1181716951711834112,2019-10-08 23:44:11,"b'White House aides have reportedly looked into the cost of building a border moat, infested with snakes or alligators https://t.co/ycFEb2bLFr'"
1181711517433106432,2019-10-08 23:22:35,b'India\xe2\x80\x99s judges are ignoring the government\xe2\x80\x99s abuses in Kashmir https://t.co/fEhhLPHqa5'
1181706860627410945,2019-10-08 23:04:05,"b'As protests in Hong Kong continue, Singapore has had an opportunity, discreetly, to point to its own stability https://t.co/a3vWR0uv6U'"
1181705598024466433,2019-10-08 22:59:04,"b'Worries about Brexit have reduced investment in Britain by 11%, a recent paper shows https://t.co/FF2nQNKc31'"
1181702003518529536,2019-10-08 22:44:47,"b'The top 0.1% of taxpayers accounted for 20% of American wealth in 2012, a study shows\xe2\x80\x94close to levels last seen in\xe2\x80\xa6 https://t.co/h4vkUzcKSk'"
1181697532080070657,2019-10-08 22:27:01,b'Choruses are coming earlier in songs because writers think that boosts the chances of a hit https://t.co/7C8ZaVLAAV'
1181692968140447745,2019-10-08 22:08:53,"b'Are you elated when the message ""meeting cancelled"" pops up? Then you\'re a JOMO  https://t.co/vuGaKWXfh1'"
1181688049438208005,2019-10-08 21:49:20,b'Strong welfare states are crucial for capitalism https://t.co/jR0KmWceNp'
1181683479303610370,2019-10-08 21:31:10,b'The court will decide the fate of American workers who face mistreatment on the basis of their sexual orientation o\xe2\x80\xa6 https://t.co/qvvrKOWYhp'
1181682948594110465,2019-10-08 21:29:04,"b'RT @stevenmazie: Justice Gorsuch broadcast open-mindedness in today\xe2\x80\x99s LGBT rights cases, but signs point to a narrow win for employers\xe2\x80\x99 rig\xe2\x80\xa6'"
1181679587958415362,2019-10-08 21:15:42,"b'In some ways, Argentina is worse off than it was at the beginning of the century https://t.co/ZxEDTywv71'"
1181675668523892737,2019-10-08 21:00:08,"b'Until the date and terms of Britain\xe2\x80\x99s departure from the EU are set, investors are likely to stay on the sidelines https://t.co/Kyl3f43cEo'"
1181671387301371904,2019-10-08 20:43:07,b'The most profound shift in American poverty is that it is beginning to concentrate in the suburbs  https://t.co/meMoXcF0tv'
1181667198789734400,2019-10-08 20:26:29,b'Corruption is a cause as well as a consequence of weak institutions  https://t.co/KyvNsOcPLi'
1181662805851807745,2019-10-08 20:09:01,b'Fifty years ago investing was a distinctly human affair. No longer https://t.co/bYm8VT7B5V'
1181660891173064709,2019-10-08 20:01:25,"b""Japan once had a thriving sex industry, but customer's tastes are changing. Why? https://t.co/9A6Yw6SbRJ"""
1181658871552729088,2019-10-08 19:53:23,"b'""The people"" is a favourite invocation of politicians. It is also one of the most abused phrases in political speech https://t.co/QKY3BFWxYW'"
1181654093758107650,2019-10-08 19:34:24,"b'What contributes to happiness? Money and children, according to recent research https://t.co/r0HIr6WhAR'"
1181649910434865153,2019-10-08 19:17:47,b'Which countries do the most to tackle inequality through income tax?  https://t.co/ZR2K3oNZNA'
1181645596987461632,2019-10-08 19:00:38,b'The Economist created the \xe2\x80\x9cBig Mac index\xe2\x80\x9d in 1986 as a tool to compare exchange rates from over 100 countries where\xe2\x80\xa6 https://t.co/vw1E4XVz1v'
1181645493295894528,2019-10-08 19:00:14,b'A lack of business investment could damage productivity and reduce economic growth in the long run https://t.co/m7QJ26RpS5'
1181644229648494592,2019-10-08 18:55:12,"b'The global economy isn\xe2\x80\x99t behaving as it should. @Henry_Curr explains why, and what central banks are trying to do a\xe2\x80\xa6 https://t.co/aHHZ00fzHA'"
1181640726339362817,2019-10-08 18:41:17,b'What would happen if Facebook was turned off? https://t.co/WN7PGIVxd2'
1181635666288893952,2019-10-08 18:21:11,b'How to predict a coup https://t.co/f2vHNJMlYd'
1181631275188314112,2019-10-08 18:03:44,b'Loneliness is a serious public-health problem https://t.co/afb4bNjYQ0'
1181626946263945216,2019-10-08 17:46:32,b'The proportion of girls worldwide who complete primary school has risen from 76% in 1997 to 90% https://t.co/z0mR9zCu1h'
1181622809270861824,2019-10-08 17:30:05,"b'While the Brexit referendum did not bring the economic crash many feared it would, business investment has been hit\xe2\x80\xa6 https://t.co/5UytwuJMSg'"
1181621634156974080,2019-10-08 17:25:25,"b'Anger is directed towards the government, and towards Iran, which is seen as having undue influence https://t.co/bBBv2pl3Ld'"
1181617483750486017,2019-10-08 17:08:56,"b""India's ruling party says it is integrating Kashmir into India. In reality, it has turned the valley into a vast op\xe2\x80\xa6 https://t.co/2Y8ql5jApu"""
1181613093476020230,2019-10-08 16:51:29,b'RT @EconomistRadio: Thank you @lovieawards for our Bronze Lovie for best podcast host! Subscribe to \xe2\x80\x9cThe Economist asks\xe2\x80\x9d podcast to hear @A\xe2\x80\xa6'
1181612984289943552,2019-10-08 16:51:03,"b'Today on \xe2\x80\x9cThe Intelligence\xe2\x80\x9d: America\xe2\x80\x99s sudden talk of a northern Syria exit, the cracking comeback of Mozambique\xe2\x80\x99s\xe2\x80\xa6 https://t.co/z4Os0YCK5x'"
1181606858114682880,2019-10-08 16:26:42,b'The latest row casts a spotlight on the tension between laws that govern transparency and privacy https://t.co/gr7qlsfp7I'
1181602073340764162,2019-10-08 16:07:42,"b'Among men, Boris Johnson has an approval rating of minus 15. Among women it is minus 30 https://t.co/HYkPcxB0A0'"
1181596844503306241,2019-10-08 15:46:55,b'Banning American investments in Chinese firms is mooted. Again https://t.co/NWSKhH8TZ2'
1181591955538661376,2019-10-08 15:27:29,b'Chile\xe2\x80\x99s attempts to move up the lithium value chain are not working https://t.co/eQ57xe2RHi'
1181587375820087299,2019-10-08 15:09:17,"b'A craft guild is optimistic about pan-European trade, even in Brexit-troubled times https://t.co/Or5qcD4gOW'"
1181582745123860484,2019-10-08 14:50:53,"b'As the masses gather against the elite, the elite digs in https://t.co/FqoJefK9oT From @1843mag'"
1181577809766027265,2019-10-08 14:31:17,b'Studies show that firms with more diverse boards enjoy higher returns than ones with identikit directors https://t.co/r0o2MJtdIi'
1181573497799225347,2019-10-08 14:14:09,b'American officials brush off concerns that information-sharing might undermine data security https://t.co/hA63vxA3JT'
1181568450189254657,2019-10-08 13:54:05,b'On \xe2\x80\x9cThe Intelligence\xe2\x80\x9d @rachelsllloyd talks to @alexjosephmills about his unusual opera chronicling the life and let\xe2\x80\xa6 https://t.co/lwd7qniQQ0'
1181562704525496326,2019-10-08 13:31:15,"b'Registering property is as complicated in Greece as in Somalia, according to the World Bank https://t.co/NeU8X6hr0I'"
1181557926558883840,2019-10-08 13:12:16,"b'Should MGM have been the entity responsible for compensating the victims, rather than the gun manufacturers or deal\xe2\x80\xa6 https://t.co/V6hdakcjSa'"
1181553356902424577,2019-10-08 12:54:07,"b'On \xe2\x80\x9cThe Intelligence\xe2\x80\x9d @liamtaylor100 looks at Mozambique\xe2\x80\x99s cashew industry, finding the tricky trade-offs between a\xe2\x80\xa6 https://t.co/ul2jsExPJR'"
1181545005103685633,2019-10-08 12:20:55,b'The American withdrawal is also grim news for 3.6m Syrian refugees living in Turkey https://t.co/4bZyMnIgiv'
1181540613516386305,2019-10-08 12:03:28,b'Chickens are now four times the size they were in the 1950s https://t.co/QjE38MFdWo https://t.co/xyUxaoJrST'
1181540347874365440,2019-10-08 12:02:25,b'And all of them were built after the year 2000 https://t.co/4ZP42TbpUW https://t.co/QojMc2PqZ1'
1181537495642710016,2019-10-08 11:51:05,"b'President Trump\xe2\x80\x99s talk of departing northern Syria betrays the Kurds who helped fight Islamic State, Middle East ed\xe2\x80\xa6 https://t.co/tREwMXr3ma'"
1181531541417144320,2019-10-08 11:27:25,b'Obituary: Jacques Chirac died on September 26th https://t.co/zr2tZBKdtH'
1181526813710995456,2019-10-08 11:08:38,"b'RT @EconCulture: \xe2\x80\x9cPain and Glory\xe2\x80\x9d is subtly crafted. It toys with the viewer, obfuscating and withholding information https://t.co/YZ5URHNe\xe2\x80\xa6'"
1181521999639785472,2019-10-08 10:49:30,"b'Today on \xe2\x80\x9cThe Intelligence\xe2\x80\x9d: America\xe2\x80\x99s sudden talk of a northern Syria exit, the cracking comeback of Mozambique\xe2\x80\x99s\xe2\x80\xa6 https://t.co/92ac62seS3'"
1181519807075815424,2019-10-08 10:40:48,b'The Iraqi government is not harnessing increased oil revenues and a period of relative peace. Jobs are scarce and s\xe2\x80\xa6 https://t.co/h9DBHbXqT5'
